TaxaID	SAMD00114718	SAMD00114719	SAMD00114720	SAMD00114721	SAMD00114722	SAMD00114723	SAMD00114724	SAMD00114726	SAMD00114727	SAMD00114728	SAMD00114729	SAMD00114730	SAMD00114731	SAMD00114732	SAMD00114733	SAMD00114734	SAMD00114736	SAMD00114737	SAMD00114738	SAMD00114739	SAMD00114740	SAMD00114741	SAMD00114742	SAMD00114743	SAMD00114744	SAMD00114745	SAMD00114746	SAMD00114747	SAMD00114748	SAMD00114749	SAMD00114750	SAMD00114753	SAMD00114754	SAMD00114755	SAMD00114757	SAMD00114759	SAMD00114760	SAMD00114761	SAMD00114762	SAMD00114763	SAMD00114764	SAMD00114765	SAMD00114766	SAMD00114767	SAMD00114768	SAMD00114769	SAMD00114770	SAMD00114771	SAMD00114772	SAMD00114773	SAMD00114774	SAMD00114775	SAMD00114776	SAMD00114777	SAMD00114778	SAMD00114779	SAMD00114780	SAMD00114781	SAMD00114782	SAMD00114783	SAMD00114784	SAMD00114785	SAMD00114786	SAMD00114788	SAMD00114789	SAMD00114790	SAMD00114791	SAMD00114792	SAMD00114793	SAMD00114794	SAMD00114795	SAMD00114796	SAMD00114797	SAMD00114798	SAMD00114799	SAMD00114800	SAMD00114803	SAMD00114804	SAMD00114805	SAMD00114806	SAMD00114807	SAMD00114808	SAMD00114809	SAMD00114810	SAMD00114811	SAMD00114812	SAMD00114813	SAMD00114814	SAMD00114815	SAMD00114816	SAMD00114817	SAMD00114818	SAMD00114819	SAMD00114822	SAMD00114823	SAMD00114824	SAMD00114825	SAMD00114826	SAMD00114829	SAMD00114830	SAMD00114832	SAMD00114833	SAMD00114834	SAMD00114835	SAMD00114836	SAMD00114837	SAMD00114838	SAMD00114839	SAMD00114840	SAMD00114841	SAMD00114842	SAMD00114843	SAMD00114844	SAMD00114845	SAMD00114846	SAMD00114848	SAMD00114849	SAMD00114850	SAMD00114852	SAMD00114854	SAMD00114856	SAMD00114857	SAMD00114858	SAMD00114859	SAMD00114860	SAMD00114862	SAMD00114863	SAMD00114865	SAMD00114867	SAMD00114868	SAMD00114869	SAMD00114870	SAMD00114871	SAMD00114872	SAMD00114873	SAMD00114874	SAMD00114875	SAMD00114876	SAMD00114877	SAMD00114878	SAMD00114879	SAMD00114880	SAMD00114881	SAMD00114882	SAMD00114883	SAMD00114884	SAMD00114885	SAMD00114886	SAMD00114888	SAMD00114889	SAMD00114891	SAMD00114892	SAMD00114893	SAMD00114894	SAMD00114895	SAMD00114896	SAMD00114897	SAMD00114898	SAMD00114899	SAMD00114900	SAMD00114901	SAMD00114902	SAMD00114903	SAMD00114905	SAMD00114906	SAMD00114907	SAMD00114908	SAMD00114909	SAMD00114910	SAMD00114911	SAMD00114912	SAMD00114913	SAMD00114914	SAMD00114915	SAMD00114916	SAMD00114917	SAMD00114918	SAMD00114919	SAMD00114920	SAMD00114921	SAMD00114922	SAMD00114924	SAMD00114925	SAMD00114926	SAMD00114927	SAMD00114929	SAMD00114931	SAMD00114932	SAMD00114933	SAMD00114934	SAMD00114935	SAMD00114938	SAMD00114939	SAMD00114940	SAMD00114941	SAMD00114942	SAMD00114943	SAMD00114944	SAMD00114945	SAMD00114946	SAMD00114948	SAMD00114949	SAMD00114950	SAMD00114951	SAMD00114952	SAMD00114953	SAMD00114954	SAMD00114956	SAMD00114957	SAMD00114958	SAMD00114959	SAMD00114960	SAMD00114963	SAMD00114964	SAMD00114965	SAMD00114966	SAMD00114967	SAMD00114968	SAMD00114969	SAMD00114970	SAMD00114971	SAMD00114972	SAMD00114973	SAMD00114974	SAMD00114975	SAMD00114976	SAMD00114977	SAMD00114978	SAMD00114979	SAMD00114982	SAMD00114984	SAMD00114986	SAMD00114987	SAMD00114989	SAMD00114990	SAMD00114991	SAMD00114992	SAMD00114994	SAMD00114995	SAMD00114996	SAMD00114997	SAMD00114998	SAMD00115000	SAMD00115001	SAMD00115002	SAMD00115003	SAMD00115004	SAMD00115005	SAMD00115006	SAMD00115007	SAMD00115008	SAMD00115009	SAMD00115010	SAMD00115011	SAMD00115012	SAMD00115013	SAMD00115014	SAMD00115015	SAMD00115016	SAMD00115017	SAMD00115018	SAMD00115019	SAMD00115020	SAMD00115021	SAMD00115022	SAMD00115023	SAMD00115025	SAMD00115026	SAMD00115027	SAMD00115028	SAMD00115029	SAMD00115030	SAMD00115031	SAMD00115032	SAMD00115033	SAMD00115034	SAMD00115035	SAMD00136648	SAMD00136653	SAMD00154991	SAMD00154992	SAMD00154993	SAMD00154994	SAMD00154995	SAMD00164694	SAMD00164695	SAMD00164721	SAMD00164727	SAMD00164729	SAMD00164745	SAMD00164748	SAMD00164756	SAMD00164758	SAMD00164767	SAMD00164769	SAMD00164771	SAMD00164773	SAMD00164774	SAMD00164776	SAMD00164778	SAMD00164779	SAMD00164780	SAMD00164803	SAMD00164805	SAMD00164806	SAMD00164809	SAMD00164812	SAMD00164814	SAMD00164817	SAMD00164818	SAMD00164819	SAMD00164820	SAMD00164821	SAMD00164822	SAMD00164823	SAMD00164824	SAMD00164825	SAMD00164826	SAMD00164827	SAMD00164828	SAMD00164829	SAMD00164830	SAMD00164831	SAMD00164832	SAMD00164833	SAMD00164834	SAMD00164835	SAMD00164836	SAMD00164837	SAMD00164838	SAMD00164839	SAMD00164840	SAMD00164841	SAMD00164842	SAMD00164843	SAMD00164844	SAMD00164845	SAMD00164846	SAMD00164847	SAMD00164848	SAMD00164849	SAMD00164850	SAMD00164851	SAMD00164852	SAMD00164853	SAMD00164854	SAMD00164855	SAMD00164856	SAMD00164858	SAMD00164859	SAMD00164860	SAMD00164861	SAMD00164862	SAMD00164863	SAMD00164864	SAMD00164865	SAMD00164866	SAMD00164867	SAMD00164868	SAMD00164869	SAMD00164870	SAMD00164871	SAMD00164873	SAMD00164877	SAMD00164878	SAMD00164879	SAMD00164880	SAMD00164881	SAMD00164882	SAMD00164883	SAMD00164884	SAMD00164885	SAMD00164886	SAMD00164888	SAMD00164889	SAMD00164890	SAMD00164891	SAMD00164895	SAMD00164896	SAMD00164897	SAMD00164898	SAMD00164899	SAMD00164901	SAMD00164902	SAMD00164903	SAMD00164904	SAMD00164905	SAMD00164907	SAMD00164908	SAMD00164909	SAMD00164910	SAMD00164911	SAMD00164912	SAMD00164913	SAMD00164914	SAMD00164915	SAMD00164916	SAMD00164917	SAMD00164918	SAMD00164919	SAMD00164920	SAMD00164923	SAMD00164926	SAMD00164927	SAMD00164928	SAMD00164929	SAMD00164930	SAMD00164931	SAMD00164932	SAMD00164933	SAMD00164934	SAMD00164935	SAMD00164936	SAMD00164937	SAMD00164938	SAMD00164939	SAMD00164940	SAMD00164941	SAMD00164944	SAMD00164946	SAMD00164947	SAMD00164949	SAMD00164950	SAMD00164951	SAMD00164952	SAMD00164953	SAMD00164954	SAMD00164955	SAMD00164956	SAMD00164957	SAMD00164958	SAMD00164960	SAMD00164961	SAMD00164962	SAMD00164963	SAMD00164964	SAMD00164965	SAMD00164966	SAMD00164967	SAMD00164968	SAMD00164969	SAMD00164970	SAMD00164971	SAMD00164972	SAMD00164973	SAMD00164974	SAMD00164975	SAMD00164976	SAMD00164977	SAMD00164978	SAMD00164979	SAMD00164980	SAMD00164981	SAMD00164982	SAMD00164983	SAMD00164984	SAMD00164985	SAMD00164986	SAMD00164987	SAMD00164988	SAMD00164989	SAMD00164990	SAMD00164991	SAMD00164992	SAMD00164993	SAMD00164994	SAMD00164995	SAMD00164996	SAMD00164997	SAMD00164998	SAMD00164999	SAMD00165000	SAMD00165001	SAMD00165002	SAMD00165003	SAMD00165004	SAMD00165005	SAMD00165006	SAMD00165007	SAMD00165008	SAMD00165009	SAMD00165010	SAMD00165011	SAMD00165012	SAMD00165014	SAMD00165015	SAMD00165016	SAMD00165017	SAMD00165018	SAMD00165019	SAMD00165020	SAMD00165021	SAMD00165022	SAMD00165023	SAMD00165024	SAMD00165025	SAMD00165026	SAMD00165027	SAMD00165028	SAMD00165029	SAMD00165030	SAMD00165031	SAMD00165032	SAMD00165033
s__Bacteroides_plebeius	46509517	5334509	6868169	1029678	7520	105	3515	3047974	90986	0	0	29197667	841319	0	21339	3303725	0	0	0	1704884	0	0	0	0	24600371	0	0	0	1306185	413716	188545	1263167	10129202	0	5916948	638406	0	558	17081734	4397142	191948	0	0	0	9389229	42501	919683	0	2196790	2153961	0	50835	0	252149	0	14357911	1504953	594340	0	0	0	0	0	2874	10746884	316061	3044	21270693	692346	0	0	3053720	4324	4860951	0	0	631304	2398754	4967005	0	0	0	0	13374107	0	0	0	0	0	6039436	0	356250	7017492	0	0	0	0	0	0	45266	3797466	0	0	703248	0	0	0	2443298	413974	1104924	0	901894	0	0	3489512	3233825	0	5110506	5117357	0	0	0	2928512	631835	0	8162342	362723	0	0	547130	0	4454815	1635728	0	0	0	16661549	228220	65943	4213832	9167334	0	0	0	11650386	3129058	0	9979443	0	7128429	3879830	1629	0	6807213	0	9578737	11222738	0	2580448	342716	0	0	0	11569489	0	2308650	0	3732448	0	0	431217	1983622	0	0	0	167835	0	0	4139772	0	9870659	0	3419678	0	0	0	3589793	0	2860474	1241111	0	0	861211	0	0	0	1666028	7956	2304897	24459	198324	0	0	0	0	0	0	12367339	2157301	10997194	0	3822266	0	0	0	0	0	0	0	0	785039	2327404	3855868	0	9333103	0	0	0	0	0	0	1700292	0	0	0	0	6445955	0	0	6854578	1816	0	0	0	0	0	0	27058562	2000579	0	3109268	2290670	0	10981	4204383	0	0	8846626	0	1811399	0	231665	0	520441	0	9161358	3828704	2254253	0	8359	12585240	4102303	11199177	8666655	8807987	1503	863581	6815447	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	8229474	0	0	0	10440801	0	0	6057171	0	0	0	0	0	9246603	9531437	0	0	0	0	575551	1269032	0	0	12613884	0	0	9445606	1563513	130395	11037836	0	369879	0	0	2580947	0	0	0	634897	0	0	2410608	0	0	0	1177905	2245968	0	1844410	14367215	0	2621453	1945737	15723868	3890863	0	0	0	0	3101330	0	0	0	21779403	0	0	0	0	0	4963974	135188	0	0	0	0	15563206	0	7765847	0	0	0	121454	15650487	1536339	0	0	1798143	0	16378072	17334049	6715413	0	1943610	7861629	0	20928896	5500786	0	1984100	244516	0	0	0	0	0	0	4309785	2538929	0	0	0	0	7730771	0	0	5015412	0	0	1766879	5124482	0	0	343331	230084	9129609	0	0	0	0	0	0	0	0	238264	7255946	9849915	0	0	0	11302301	0	0	0	426740	0	0	0	0	0	0	0	3285959	0	5672931	4445073	0	0	1663204	312371	0	0	0	3480761	0	302552	527979	854303	0	0	0	363817	0	10215578	0	11301329	0	0	0	3378270	8332299	0	0	0	8722100	226303	2726613	0	0	845524	1766791	1585648	0	6719774	0	0	0	0	0	0	0	0	0	3902772	0	0	0	6311760	0	2286204	0
s__Bacteroides_dorei	8249892	230275	4054008	2029259	2318235	0	10920493	1777	4043706	1072863	6890929	0	0	12989704	337591	226117	3852268	492692	0	0	5952877	5889083	18955438	0	1160000	8646252	4064549	0	7862	4085043	2762456	0	0	0	745629	4779130	0	223707	25806	7511095	116603	175	0	6477696	41019	185049	1273	0	3830242	0	756961	8244	1853967	24649	3294525	247	205340	24994	0	955	1884	484592	22678108	5542334	178142	19375	4072462	1665427	94185	6225128	0	5721091	1191816	0	1533416	0	448346	0	44015	0	0	0	547815	2184355	3173390	0	5638	258108	0	18173	0	726055	1568493	18065295	1973642	0	3946675	2589539	8405244	1435039	0	4787108	8204459	0	8110941	0	3689766	39019	197362	1891150	0	51117	0	20489	0	0	58014	69365	0	0	0	0	0	0	394594	3295885	1127550	0	997411	4285	1462823	0	247514	0	0	10637109	1885659	106074	908	2331025	3371497	1630335	0	7783614	17539667	0	0	0	119822	317126	4419326	393404	0	262225	137125	4585574	5865600	0	170869	7433	0	347402	0	2542857	12512935	44335	0	0	1218202	0	0	0	0	0	6949561	0	8486818	0	0	5903477	0	1330896	363201	6126949	0	7187788	0	4175015	35642	169287	62306	2377014	670847	0	183	3630543	503726	766503	92102	5550884	1668031	107196	6843451	1865136	7503946	0	0	4720637	1884122	127878	1265522	5073573	0	0	1938121	0	62530	0	0	0	0	10390	81796	25051	352604	0	11464235	1624	15174841	3121018	0	617197	537403	5514793	550	4461425	3142115	0	578733	0	0	0	0	2483877	372	6717596	0	0	16492	0	277424	3059086	198493	62028	12560	741282	0	1077228	2465334	817024	32225	274597	0	0	1470731	0	19153	16068	226828	51896	1484958	2573049	847	0	1411143	0	3852568	1922252	16996846	2928636	8088392	6732671	5969119	0	3999261	0	0	2407	0	0	713	0	1360912	28154	596951	0	5198380	990957	1227350	0	4131147	0	154697	6410189	10353410	831347	3237903	0	3785	290118	522282	313666	0	0	0	0	7308724	0	1071721	0	0	56792	0	0	3149166	0	2343009	0	23224	0	0	0	975	13290509	832140	5403	78785	5601150	16147768	836002	0	913358	0	22302109	1811599	0	837896	24816	1466293	282140	320161	202517	576228	1581020	330137	0	2580447	1190813	0	0	726822	112101	111959	320442	304049	4021096	0	0	834384	13975	0	384829	0	5466948	0	34106	0	750594	165510	0	102076	0	3803503	3510667	18892	2888470	0	0	530471	794598	12606629	0	347569	1672	5667643	5367397	123456	21007	1308055	0	191597	4524	1611558	41629	413800	1411808	3026739	635076	0	0	0	7341495	53743	126061	4236072	2559266	0	0	0	0	14371461	1963308	5382498	1976038	0	0	0	847353	0	0	5733578	3590355	118775	0	0	8106909	318770	13464	0	0	160842	0	7069806	443809	10242553	988658	0	4246396	1600555	0	4212510	0	0	1669526	0	27043034	0	2591920	621808	2271784	177736	0	0	1910166	37542	5888093	5893015	3095207	12926289	0	153626	0	0	1054974	938601	6865680	0	0	613335	212887	3488248	5320663	267368	0	0	4931913	0	2476166	0	5530242	0	746042	1665809	7459381	0	138343	3005330	0	0	5136959	18113	0	242316	0
s__Faecalibacterium_prausnitzii	3696318	2053756	3267707	661965	350665	393585	536323	648125	1246731	2339359	3344824	3938943	4490838	1633459	473601	6109414	2421810	1096698	0	670286	5642872	3849834	597633	818641	560828	354508	614593	4187949	827668	4919811	2628227	2482346	172724	6552	2724787	801231	456780	4115348	461070	3137920	1411763	3284112	0	1574481	921670	1016726	3637106	3161802	914	1004397	926287	5881794	2552938	509583	205254	7046276	1153163	1272456	2750470	389030	832249	2679392	478593	3460448	8358154	1881402	3779135	3593956	3072890	25483	4263396	31815	2742340	1354693	2589864	1780931	1038051	1538366	1358374	0	4604992	881914	2564260	1508138	926077	2508600	254769	122064	0	167690	916520	2146783	645752	0	2408060	0	655043	884661	4014790	1927213	2059265	1201083	450805	0	0	890755	1125656	773783	2095389	1752010	926028	1626023	567347	748043	252975	459694	3156336	1191959	1859438	0	104406	2188431	172382	5251407	1340915	4581442	144600	0	2285005	1868399	990553	4380218	1620239	0	2170109	3761600	0	3565952	454274	31235	608776	1861625	4337529	799947	0	256507	335535	329907	701344	287933	3155146	1062532	0	0	2893095	0	732140	1938109	0	329276	649572	46729	2475041	0	2898419	344893	4746425	2206776	1841928	78287	950737	237892	92498	1648939	2567064	0	548076	2488370	60370	870951	59441	3425669	2047215	2266211	5812657	278446	986176	1546370	504632	771532	0	719801	990341	4163191	3291203	260151	5203202	690430	1308503	87754	668453	1501317	466818	9587044	3394011	1308723	791182	1067216	4949012	3488889	1330217	1439332	3290253	95449	1379234	1048886	4813	49625	0	958958	1850256	2759298	4457458	375135	1107778	4731212	3949071	505523	3951962	0	77105	1282749	878130	1183888	1750111	1505728	31258	0	2479031	3293335	1035381	45995	0	4000579	1322662	2662176	2446739	2582126	1172860	4487586	1733033	3244212	737266	1620131	4000679	798191	78735	597234	1191549	1105029	1234111	4528157	5281966	3671958	5551902	3524174	3709207	951809	1282226	6953956	2882929	5012057	2292574	1273059	1102	1780948	392511	65714	10984	0	0	1156166	4522568	178074	2241970	459755	3256055	537227	3186959	213988	1232138	119507	676937	2499469	1903749	964686	2388319	0	2226962	2320829	1148036	130423	2700038	1038428	6159953	66182	808686	491209	531797	2873087	229278	949472	0	992871	1587980	1886001	5100700	0	454396	1180209	0	1568038	1053346	206339	3078611	2659	1312405	1525701	835861	907375	454168	230010	407037	1135207	251961	576914	631378	1301170	1105469	357184	663333	34062	872654	1399678	324581	809690	490252	352836	2333791	0	669247	0	608416	1046404	1619546	354564	920014	0	366984	559160	0	697650	960202	4854517	1399146	2068821	1326699	391495	1934426	2137529	2600790	0	22787	1285794	47672	1408877	360387	3962734	1695383	96752	1039851	835844	1483587	95776	2465969	679644	315356	2206564	1092614	1049121	0	1168427	964644	978369	1410766	943647	6190568	1925032	4861416	1092945	4871895	1851846	0	1135327	1770903	3124995	1272294	3532411	1324634	1269619	106131	1508143	1826396	2404537	733418	132366	0	682261	3119905	4834419	1633988	1643933	3263783	3763460	1108752	1004509	2306808	2135078	1277673	160580	0	2921736	92510	2363904	10126861	1766490	0	423241	395936	0	10338248	0	1872711	293148	1394264	888764	36118	958066	562174	0	2033437	1249101	3211	1182353	1537207	666664	3950283	5507564	2745855	2227519	202746	1165	0	43086	1208406	1477679	2337322	5830120	344985	153093	1694963	3933109	3131595	565631	52278	4863340	992427	87055	4564738	4527921	2707806	893679	3362914	6516917	7310237	4123125	591154	1345727	0	866525	4066236	2083763	1117257	1703081	0	2868791	1755420	5699714	0	1948287	0	152752	2584817	0
s__Eubacterium_eligens	3265545	182914	0	114447	546829	0	0	10419	895911	0	1596301	581	1837969	0	0	5541313	0	16602	0	0	1770020	3187	0	42336	0	31337	7285	753614	0	1412261	447377	0	0	48226	2804695	3078398	90118	1037231	0	5851633	15843	0	0	0	466695	403596	2872381	261341	0	1151281	0	88428	2894059	1026245	0	987938	61434	111190	0	0	0	3986731	0	0	13006172	0	0	6497	150600	0	45443	0	0	0	0	1099660	0	3896971	470614	0	1693719	2151252	0	0	35890	3269367	0	67395	0	0	287920	252495	0	0	399354	0	0	258324	165842	0	4610683	17983	1965147	0	0	0	0	0	25758	1287305	91303	335768	29376	655994	0	3418558	150636	0	1047896	0	0	68218	0	197231	1498	1524791	58712	0	0	311317	1360142	0	822584	0	232946	1217596	0	2136119	230954	0	578150	0	0	3096497	0	0	0	0	291701	0	1320838	494457	0	0	1155545	951390	0	2675354	0	1349342	2371483	442337	799570	0	0	0	468560	467122	0	0	22141	83703	64721	0	7142201	0	0	1502262	0	0	0	0	581019	757650	1511753	0	22130	0	0	0	0	1483892	300844	0	450083	0	0	207608	0	98136	237199	0	1271878	3277431	2975842	0	0	0	5707701	3959574	0	0	2387748	0	1303860	0	0	300277	0	0	8134	1627646	72750	9741	561005	1209854	3509028	0	0	0	2651	502856	0	941386	2376235	3659098	778	0	1206608	3242880	2105051	0	233261	2455501	0	819931	0	0	0	0	4720129	2546140	0	319675	401281	249208	5631	0	181127	113357	13911	1244794	117419	1291985	119183	3424988	0	0	532584	0	1084472	632752	1415729	762914	0	1965	0	0	11886	0	0	778973	1893345	0	2083099	0	2662570	20999303	54600	0	212105	0	0	0	565266	127469	1120667	0	232419	0	164477	0	1654621	2410454	2789639	280746	0	0	0	0	81341	0	0	33429	1400105	0	0	0	0	0	0	0	508364	0	0	0	0	0	31102	264989	1409861	0	78427	0	0	472798	183975	83624	0	832300	621942	0	0	0	27492	0	0	0	3678006	0	2398514	0	0	0	9449	1587865	0	0	0	0	0	0	2989968	2981908	452794	0	1651717	583328	670366	8550148	4747356	0	0	13499	0	0	0	0	227546	0	1177597	0	137724	0	2680161	0	854262	47890	1320957	0	0	928976	0	0	0	394962	5715185	0	178000	0	4268082	2819932	247424	0	4768936	63842	367738	722897	548603	1963212	43419	5773	10402	0	1382412	0	0	833125	1825735	5168984	0	0	0	0	210911	0	0	1619811	0	0	1766024	0	354268	5303562	0	7089573	0	700174	881200	0	0	0	46042	1500331	0	0	0	0	0	0	0	0	1012	74753	4015731	452004	1647785	407622	0	6226479	0	703625	0	628495	593774	928218	463385	1485516	0	0	3010455	3190496	2273896	0	0	884651	0	374440	3055832	2799122	2866694	0	1601340	705239	0	911467	136531	2481840	0	0	2528264	807965	3190781	0	0	1370340	0	0	0	400810	578608	0	2600731	0
s__Bacteroides_ovatus	2871853	289955	1097263	110111	564558	580	51366	26697	0	249687	2093054	717497	738368	3406293	208336	194965	949032	116150	324349	0	6154452	753052	352011	45602	41783	444274	0	287878	27020	1591573	459031	2897941	15982	135780	111107	89484	73478	1044787	338806	141963	18127	598002	2631316	349760	421586	40821	137171	218286	231553	237224	1643094	0	127571	248727	0	43646	91105	72929	50875	0	0	55665	943063	2056322	993547	78379	0	4124937	31740	6268470	693563	792045	19821	2380750	0	1375272	233360	692913	456607	20800878	0	7105755	16849	85849	167261	279373	2785	218192	0	34613	177676	297925	52441	4669961	195291	7473938	0	760705	238664	1019083	259876	229681	0	290940	275876	748011	52519	0	35513	157667	0	149444	54147	34275	0	289315	0	0	187552	3436534	77001	89725	30246	221888	29781	0	22452	0	132378	18567	0	125097	53926	0	158117	1028945	433098	144923	30227	407376	1314253	982102	0	0	98864	1562679	406	318916	61941	0	162800	175088	182615	227155	41630	932621	465551	52580	121726	196120	1132851	19098	428881	0	438460	535774	1717	0	2438834	915847	61082	28296	33964	92001	1434	0	4784571	923038	0	2469934	590087	0	238401	152109	0	1143140	31697	336234	45034	87015	442392	318192	84015	0	16361	0	107818	18984	605	206560	93960	1628691	0	154521	42451	2105511	133998	775017	232815	999985	7668153	104792	16886	101284	1323449	39200	0	3313631	420968	0	12540	0	109535	459930	147010	1532306	3946356	3013222	860439	0	274809	26048	147917	319227	0	1056229	242	330739	185315	55671	0	56213	316263	0	0	248259	0	0	138199	6129295	107844	262405	15675	175814	0	20911	1497479	168259	1125074	0	69862	191729	77170	13403	210013	91537	0	252295	1055837	12195	1284529	159857	585502	720774	741	83343	66181	871224	0	115179	0	73315	729133	902639	1620384	1394930	0	187858	656616	183232	4394061	705034	394578	852867	190211	103373	353471	269550	339011	2915712	151610	0	8823	0	1085677	8669	0	359282	345956	0	139539	1221283	0	38736	182448	153937	0	5611	147114	0	0	0	8548	71687	753756	170025	40440	0	181362	1421246	1261544	0	17544	0	946406	198137	4051	69359	246817	178402	531	1458616	112903	491684	50836	104847	327673	4600	543798	0	3112680	1392220	73180	193770	876591	3367472	2192089	1312611	60239	425744	0	641867	0	0	188957	90885	0	61128	0	0	2022130	5343	0	185627	3463447	239403	8516	71767	5654	681771	208395	0	97461	1339498	0	963311	74224	293955	134816	236984	766612	6424862	267626	80257	24776	23634	411612	1736701	1889367	548043	356400	21258	0	198602	989156	1086122	570362	47456	0	0	2931426	157168	16373	26680	710654	0	0	10122	254700	0	0	177164	59987	245083	810	100452	0	112487	0	0	942330	266744	0	0	84404	0	210229	44771	214503	0	8755	0	0	0	2584047	0	0	510335	813736	3585409	1007175	234505	229652	261993	2035948	0	72005	1843847	34108	0	58579	0	0	1032863	28517	2671073	10288	0	0	707682	248589	1400540	331515	33953	52045	0	9741	745255	170227	705	0	352528	101158	29124	5093	0	174917	649807	365965	421807	0	27376	415553	1195292	1491036	443860	56055	2543082	0	279863	19714	361361	0	0
s__Parabacteroides_distasonis	2327330	89183	990122	2705778	2529966	505263	434496	453422	3860607	856449	751395	3701835	310322	316561	5278971	866985	0	17335	1167468	550016	0	775774	0	2465886	2880671	646539	0	1816328	865746	596143	2480300	61832	298795	637873	1837318	529968	281766	1011294	464651	335568	2563066	0	0	1105199	592649	188806	270915	319687	11322577	102022	1649879	755875	3029968	316904	1315372	31841	204303	51051	1549517	2518	0	286788	1804473	78	503290	6905819	2339346	122	193043	3083477	382237	28679094	884632	0	0	3857866	681522	300851	6858971	0	0	0	2226555	1218883	918658	803121	35673	2342737	0	168332	1142834	804753	237031	4849721	207489	6005263	0	2048836	186772	1695024	122398	396324	3392619	1747104	2001625	5650736	0	12829	258030	748013	82089	256947	211122	1230547	690398	146424	957088	892964	356595	0	1325934	617754	575110	158660	344468	183680	1135443	0	1054889	164226	6718974	502040	282619	826352	700234	614468	0	118753	54873	8722615	766344	849325	0	590361	1644739	1962655	0	491047	317617	5177278	132196	450000	0	0	675875	0	0	141420	611893	142835	0	45253	1772481	0	402001	2128223	406041	734637	1994580	5303983	402336	922754	1747756	1352733	351362	37959	0	1765381	363338	321176	1254001	1515145	1864963	145994	299615	9593013	347508	2243898	544690	179387	72715	229989	437240	0	87394	0	154154	179167	469731	910734	3009781	0	2270091	92794	482568	2583748	550819	409213	6128868	1603117	4588421	1636984	140660	0	1731851	928851	1450203	1730376	701811	7925440	121261	0	450010	99974	179920	255344	1251683	3153037	1013796	0	2374868	1990043	239434	591662	0	662931	2853038	464768	371526	0	7120	456785	2048348	0	0	5054904	0	0	3762689	873511	186212	225430	64584	405128	109361	1834281	865282	114568	0	46134	5306400	1285197	545721	1476418	396177	0	0	2282324	481477	1261620	745211	153912	647771	527237	286810	499848	1039822	921463	45991	1244711	2769228	396636	1174728	0	91299	3486997	4333335	1082888	3767992	313188	0	1149727	550223	744329	490591	656770	781125	127177	191664	0	467003	0	455452	542956	909516	0	0	1152636	665225	299231	210834	530904	2114335	269820	735036	545397	1382447	204687	1146302	2344199	3983607	84458	75249	540128	176732	596102	2015486	0	4342125	2850883	2199686	0	68875	0	0	246979	392259	0	629940	123569	297427	2839523	173629	412463	0	2598410	129886	2979004	1352652	7020589	410086	7463359	707680	8457874	193166	2131565	727722	0	0	141434	1109246	203961	0	0	361276	79715	0	512	435403	320896	228115	1389111	0	7918184	1320060	805654	5481499	1490484	355296	2478888	382826	0	512406	2550630	1038732	1696880	2230424	4973287	1030331	828215	0	0	800116	231893	152474	312552	709229	338410	1887038	373216	384121	290400	4503223	211779	1486549	1305865	462983	88914	0	3312226	2486877	676827	263393	1159017	1830155	1550171	3625687	41011	665778	778208	0	404942	1162419	0	0	0	0	334331	0	0	1065254	787048	1692236	221777	5509181	0	2225346	926517	160418	3003307	1351925	6630212	437092	547941	6793749	0	2122347	926480	1455826	0	387368	439003	62532	2652840	1749138	3730499	584791	742542	1138362	451934	202353	0	2266690	1449783	249078	0	1849076	1440076	4877919	4187943	388712	1660599	1461979	4699875	94080	760894	81978	798789	314824	87795	0	214685	610713	126619	2890908	1187136	990253	633940	99650	1013300	0	1502884	733437	0	3292075	996316	265967	1027205	0	2204288	445646	0	2096277	1244493
